pps,runningtime
1000.202,59.62758
2997.312,68.69793
5994.812,67.52618
12008.46,68.22756
24992.17,67.22181
49988.42,63.09428
99896.14,69.57061
249900.8,82.20783
499822.5,93.85574
1000484,158.1828
