pps,runningtime
996.8667,58.14661
2997.396,65.74571
6003.663,67.48934
12005.91,73.53682
25014.46,69.01109
48876.64,80.47083
94848.23,91.54898
195277.6,132.5472
196813.5,130.0522
205339,132.0096
