pps,runningtime
1000.858,58.14661
2997.35,65.74571
5994.606,67.48934
11991.36,73.53682
25018.54,69.01109
49963.16,80.47083
100036.7,91.54898
250003.4,132.5472
500025.8,130.0522
1000033,132.0096
