pps,runningtime
1000.34,58.14661
2998.894,65.74571
5984.59,67.48934
11981.61,73.53682
25017.34,69.01109
49988.22,80.47083
100035.3,91.54898
250031.6,132.5472
500046.8,130.0522
1000008,132.0096
