pps,runningtime
1000.386,58.14661
2998.928,65.74571
5992.507,67.48934
11980.03,73.53682
25017.82,69.01109
48904.24,80.47083
94834.6,91.54898
195141.9,132.5472
197179.1,130.0522
205196.4,132.0096
