pps,runningtime
1000.832,57.3664
3001.572,70.33326
5994.583,67.82959
12008.89,68.17594
25019.13,66.24291
49962.14,69.54944
100054.9,78.91282
249816.1,88.65817
499981.2,142.8701
999960.7,138.1327
