pps,runningtime
1000.236,57.3664
2998.209,70.33326
5998.098,67.82959
11996.79,68.17594
24981.6,66.24291
50006.05,69.54944
99971.52,78.91282
249592.6,88.65817
500042.2,142.8701
1000237,138.1327
