executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,4000368,3.324982959
./mem-walk-no-thread-no-thrash,4060416,3.778846471
./mem-walk-no-thread-no-thrash,4086687,3.907340512
./mem-walk-no-thread-no-thrash,3835737,3.242583183
./mem-walk-no-thread-no-thrash,3818788,3.204409179
./mem-walk-no-thread-no-thrash,4057614,3.484043546
./mem-walk-no-thread-no-thrash,3861438,3.319677520
./mem-walk-no-thread-no-thrash,4041926,3.745946072
./mem-walk-no-thread-no-thrash,3912938,3.455468008
./mem-walk-no-thread-no-thrash,3817624,3.189560797
./mem-walk-no-thread,583630313,11.143041803
./mem-walk-no-thread,596075860,11.142242354
./mem-walk-no-thread,583047946,11.161470806
./mem-walk-no-thread,576964623,11.130750837
./mem-walk-no-thread,584050870,11.124707209
./mem-walk-no-thread,578453569,11.134761332
./mem-walk-no-thread,576402605,11.128300399
./mem-walk-no-thread,600176155,11.173115296
./mem-walk-no-thread,581621571,11.113369923
./mem-walk-no-thread,590415211,11.146867131
./mem-walk-no-thrash,21057770,11.556199269
./mem-walk-no-thrash,21642126,11.561344056
./mem-walk-no-thrash,21295576,11.557564747
./mem-walk-no-thrash,22292379,11.565412807
./mem-walk-no-thrash,24968951,11.561104603
./mem-walk-no-thrash,26566216,11.558678762
./mem-walk-no-thrash,24614046,11.566265071
./mem-walk-no-thrash,27542172,11.564692702
./mem-walk-no-thrash,21389924,11.564407107
./mem-walk-no-thrash,19905073,11.559308691
./mem-walk,3474318584,66.580623817
./mem-walk,3430454969,68.003838639
./mem-walk,3378062431,66.963573001
./mem-walk,3527149747,66.121635998
./mem-walk,3672594184,70.527736095
./mem-walk,3582832448,68.560226936
./mem-walk,3745059185,69.553657916
./mem-walk,4912596780,78.879994807
./mem-walk,3825070286,72.313816171
./mem-walk,3428430107,68.724698493
