executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,3548125,3.733757335
./mem-walk-no-thread-no-thrash,3467671,3.510979695
./mem-walk-no-thread-no-thrash,3605123,3.603581150
./mem-walk-no-thread-no-thrash,3602185,3.609939513
./mem-walk-no-thread-no-thrash,3608856,4.059495852
./mem-walk-no-thread-no-thrash,3417819,3.327182810
./mem-walk-no-thread-no-thrash,3463977,3.258829362
./mem-walk-no-thread-no-thrash,3503049,3.166755977
./mem-walk-no-thread-no-thrash,3747443,4.228584176
./mem-walk-no-thread-no-thrash,3709168,4.010732302
./mem-walk-no-thread,587530968,11.222295650
./mem-walk-no-thread,596387461,11.187340145
./mem-walk-no-thread,599039250,11.163143763
./mem-walk-no-thread,588795915,11.213989483
./mem-walk-no-thread,594111326,11.140850635
./mem-walk-no-thread,591322203,11.109604947
./mem-walk-no-thread,597624555,11.120262125
./mem-walk-no-thread,576400986,11.130120838
./mem-walk-no-thread,583812432,11.110398871
./mem-walk-no-thread,579034115,11.087734464
./mem-walk-no-thrash,6658720,11.261059925
./mem-walk-no-thrash,5754843,11.091984417
./mem-walk-no-thrash,8044098,11.107177019
./mem-walk-no-thrash,9588229,11.419978936
./mem-walk-no-thrash,5458461,11.092374904
./mem-walk-no-thrash,5852426,11.015803219
./mem-walk-no-thrash,20907937,11.232571745
./mem-walk-no-thrash,9288943,11.097044796
./mem-walk-no-thrash,5940854,11.112815634
./mem-walk-no-thrash,9529869,11.217058105
./mem-walk,1245773917,50.107559636
./mem-walk,1730613130,52.606776665
./mem-walk,1595645594,51.556775571
./mem-walk,1997841568,52.788282518
./mem-walk,1311037519,50.125408991
./mem-walk,1554697036,51.254156321
./mem-walk,1616277226,51.843962990
./mem-walk,1284906454,50.218188724
./mem-walk,1559960529,51.172901126
./mem-walk,1352759964,50.493101469
