executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,3612277,3.810710587
./mem-walk-no-thread-no-thrash,3716033,3.751404241
./mem-walk-no-thread-no-thrash,3705868,3.753339398
./mem-walk-no-thread-no-thrash,3613709,3.313628072
./mem-walk-no-thread-no-thrash,3695496,3.697867229
./mem-walk-no-thread-no-thrash,3513167,3.426073272
./mem-walk-no-thread-no-thrash,3587496,3.103740075
./mem-walk-no-thread-no-thrash,3503323,3.562617291
./mem-walk-no-thread-no-thrash,3572169,3.509739513
./mem-walk-no-thread-no-thrash,3727215,3.907739211
./mem-walk-no-thread,582662678,11.019276890
./mem-walk-no-thread,557152252,10.854446916
./mem-walk-no-thread,546354883,10.868136723
./mem-walk-no-thread,542891750,10.836876068
./mem-walk-no-thread,535333846,10.818360332
./mem-walk-no-thread,536979652,10.844836749
./mem-walk-no-thread,556694264,10.880305862
./mem-walk-no-thread,548670656,10.903275829
./mem-walk-no-thread,537829012,10.815076941
./mem-walk-no-thread,533685910,10.852235624
./mem-walk-no-thrash,26450008,11.505151917
./mem-walk-no-thrash,20030606,11.240078608
./mem-walk-no-thrash,6422647,11.103284270
./mem-walk-no-thrash,22438250,11.369229332
./mem-walk-no-thrash,22171145,11.205119631
./mem-walk-no-thrash,22475450,11.344722353
./mem-walk-no-thrash,14273287,11.408790614
./mem-walk-no-thrash,24716045,11.450332502
./mem-walk-no-thrash,13323669,11.500355174
./mem-walk-no-thrash,24196158,12.024600937
./mem-walk,3694132169,64.489309550
./mem-walk,1749049486,50.246996531
./mem-walk,2071797416,50.084237060
./mem-walk,1894796388,50.193158885
./mem-walk,4281482368,67.945019219
./mem-walk,4835961182,71.597965328
./mem-walk,1972205246,49.464576799
./mem-walk,1769653122,50.036566073
./mem-walk,1789895549,49.698047400
./mem-walk,2779389684,54.943469433
