executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,3722917,4.092132336
./mem-walk-no-thread-no-thrash,3520239,3.351582010
./mem-walk-no-thread-no-thrash,3647368,4.060559820
./mem-walk-no-thread-no-thrash,3474312,3.405014403
./mem-walk-no-thread-no-thrash,3649672,4.037838404
./mem-walk-no-thread-no-thrash,3620462,3.946145908
./mem-walk-no-thread-no-thrash,3517014,3.486562320
./mem-walk-no-thread-no-thrash,3437294,3.313735511
./mem-walk-no-thread-no-thrash,3399534,3.152291595
./mem-walk-no-thread-no-thrash,3510623,3.259727471
./mem-walk-no-thread,533726436,10.873787744
./mem-walk-no-thread,555434610,10.961985175
./mem-walk-no-thread,550267233,10.941347104
./mem-walk-no-thread,534063712,10.903262218
./mem-walk-no-thread,547806762,10.934857298
./mem-walk-no-thread,537783167,10.863613424
./mem-walk-no-thread,548374277,10.923076562
./mem-walk-no-thread,533543344,10.925961649
./mem-walk-no-thread,551046399,10.927969790
./mem-walk-no-thread,553666462,10.969539137
./mem-walk-no-thrash,7538487,11.117332669
./mem-walk-no-thrash,7254162,11.105021183
./mem-walk-no-thrash,7743881,11.116663880
./mem-walk-no-thrash,12669126,11.259503377
./mem-walk-no-thrash,8113139,11.119659419
./mem-walk-no-thrash,19057193,11.207885129
./mem-walk-no-thrash,9928809,11.407110684
./mem-walk-no-thrash,11354664,11.276478429
./mem-walk-no-thrash,21699872,11.298981875
./mem-walk-no-thrash,20864398,11.417317394
./mem-walk,3205698623,62.295962396
./mem-walk,1707986812,50.078461525
./mem-walk,1774124054,50.762443063
./mem-walk,1786123813,50.057312675
./mem-walk,1777675702,49.862333008
./mem-walk,2041905298,52.239794150
./mem-walk,2229275259,53.350187162
./mem-walk,2565692235,54.766695412
./mem-walk,1796724182,50.746627633
./mem-walk,1770687039,50.687264911
