executable,type,mean,min,max,sd,rsd
mem-walk-no-thread-no-thrash,cache-misses,3549944,3399534,3722917,104815.1,2.952585
mem-walk-no-thread-no-thrash,running-time,3.610559,3.152292,4.092132,0.3764584,10.4266
mem-walk-no-thread,cache-misses,544571240,533543344,555434610,8792357,1.614547
mem-walk-no-thread,running-time,10.92254,10.86361,10.96954,0.03420932,0.3131993
mem-walk-no-thrash,cache-misses,12622373,7254162,21699872,5767725,45.69446
mem-walk-no-thrash,running-time,11.2326,11.10502,11.41732,0.1192573,1.061707
mem-walk,cache-misses,2065589302,1707986812,3205698623,484239239,23.44315
mem-walk,running-time,52.48471,49.86233,62.29596,3.801378,7.242829
