executable,type,mean,min,max,sd,rsd
mem-walk-no-thread-no-thrash,cache-misses,3656231,3473977,3869039,125328.2,3.427798
mem-walk-no-thread-no-thrash,running-time,3.491445,3.132404,4.163462,0.3478723,9.963561
mem-walk-no-thread,cache-misses,590392223,579674321,603158020,8166614,1.383252
mem-walk-no-thread,running-time,11.08702,11.05193,11.11772,0.02044968,0.184447
mem-walk-no-thrash,cache-misses,16052768,5267892,23697932,5987136,37.2966
mem-walk-no-thrash,running-time,11.27214,11.08786,11.40161,0.1214266,1.077228
mem-walk,cache-misses,1595592945,1484056149,1764831056,95348336,5.975731
mem-walk,running-time,50.17353,49.52321,50.62736,0.3532786,0.7041135
