executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,4068097,3.518216239
./mem-walk-no-thread-no-thrash,3905572,3.244500434
./mem-walk-no-thread-no-thrash,3859429,3.273431891
./mem-walk-no-thread-no-thrash,4114123,3.878138677
./mem-walk-no-thread-no-thrash,4280852,3.863895476
./mem-walk-no-thread-no-thrash,3939547,3.484091511
./mem-walk-no-thread-no-thrash,4502824,4.173557870
./mem-walk-no-thread-no-thrash,3834338,3.096637480
./mem-walk-no-thread-no-thrash,4176874,3.824670916
./mem-walk-no-thread-no-thrash,4375976,4.225913205
./mem-walk-no-thread,554188681,11.019706341
./mem-walk-no-thread,549729682,10.969956705
./mem-walk-no-thread,539447494,11.013139622
./mem-walk-no-thread,549608211,11.014915036
./mem-walk-no-thread,538301756,10.984021103
./mem-walk-no-thread,561679010,11.019232000
./mem-walk-no-thread,555181181,10.969829942
./mem-walk-no-thread,528003858,10.976941536
./mem-walk-no-thread,539183333,10.952020030
./mem-walk-no-thread,557517640,11.013240896
./mem-walk-no-thrash,26306726,11.613677530
./mem-walk-no-thrash,28989660,11.707951943
./mem-walk-no-thrash,26597206,11.711602693
./mem-walk-no-thrash,23171637,11.707141363
./mem-walk-no-thrash,30461208,11.714543007
./mem-walk-no-thrash,26468159,11.704544241
./mem-walk-no-thrash,29583338,11.720863298
./mem-walk-no-thrash,20281541,11.713308685
./mem-walk-no-thrash,27112906,11.701998419
./mem-walk-no-thrash,27165273,11.717576526
./mem-walk,2743404587,64.353264203
./mem-walk,3355451236,68.124477370
./mem-walk,3071931338,66.003276117
./mem-walk,3400238283,67.023579409
./mem-walk,3115589266,65.546315018
./mem-walk,3216469586,65.935656452
./mem-walk,3193659056,66.719618921
./mem-walk,3133062058,66.174276757
./mem-walk,3009511678,62.756863251
./mem-walk,3123402948,65.102913155
