executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,3565411,3.260473877
./mem-walk-no-thread-no-thrash,3615674,4.144937080
./mem-walk-no-thread-no-thrash,3665405,3.806097573
./mem-walk-no-thread-no-thrash,3615872,4.095880197
./mem-walk-no-thread-no-thrash,3400742,3.369080794
./mem-walk-no-thread-no-thrash,3289625,3.133558130
./mem-walk-no-thread-no-thrash,3488762,3.465808407
./mem-walk-no-thread-no-thrash,3540810,3.159786207
./mem-walk-no-thread-no-thrash,3470497,3.589898055
./mem-walk-no-thread-no-thrash,3493739,3.822157766
./mem-walk-no-thread,594117362,11.096539476
./mem-walk-no-thread,591951234,11.036643316
./mem-walk-no-thread,594340017,11.115146252
./mem-walk-no-thread,538553302,11.019749109
./mem-walk-no-thread,563799538,10.979747381
./mem-walk-no-thread,543281815,10.887678482
./mem-walk-no-thread,544001856,10.930296251
./mem-walk-no-thread,552286498,10.914772560
./mem-walk-no-thread,553479910,10.965718966
./mem-walk-no-thread,553391023,10.966688475
./mem-walk-no-thrash,11333276,11.117585793
./mem-walk-no-thrash,9162053,11.159955815
./mem-walk-no-thrash,5821707,11.087973434
./mem-walk-no-thrash,28191678,11.360282502
./mem-walk-no-thrash,5349808,11.097274408
./mem-walk-no-thrash,8225967,11.135286502
./mem-walk-no-thrash,24826542,11.350232396
./mem-walk-no-thrash,24920550,11.369996741
./mem-walk-no-thrash,19875274,11.237940736
./mem-walk-no-thrash,24435956,11.340056031
./mem-walk,1811049843,49.811601350
./mem-walk,1865245723,50.180558686
./mem-walk,2047549489,49.905174251
./mem-walk,2185731517,50.878082356
./mem-walk,2027950043,50.977520767
./mem-walk,1395269139,49.583708150
./mem-walk,1867242292,49.648105557
./mem-walk,1995642628,49.669955997
./mem-walk,1909890857,49.362034776
./mem-walk,1841978203,49.886604862
