executable,type,mean,min,max,sd,rsd
mem-walk-no-thread-no-thrash,cache-misses,1243122579,1240065413,1247827767,1693984,0.1362684
mem-walk-no-thread-no-thrash,running-time,43.29773,42.89018,43.43362,0.1120999,0.2589049
