date,iface,rx_pkts,tx_pkts,rx_bytes,tx_bytes
1379494125599,eth0,4931274,13012185,1222156217,18042706880
1379494125599,eth8,28665,5012003954,8044744,1207617918980
1379494125599,eth11,17656000776,27620,2218258907062,158085920
1379494125599,lo,0,0,0,0
1379494135669,eth0,4931316,13012228,1222163077,18042715566
1379494135669,eth8,28665,5012003954,8044744,1207617918980
1379494135669,eth11,17656120732,27620,2218266584246,158085920
1379494135669,lo,0,0,0,0
1379494145738,eth0,4931343,13012259,1222167431,18042726740
1379494145738,eth8,28665,5012003954,8044744,1207617918980
1379494145738,eth11,17656240737,27620,2218274264566,158085920
1379494145738,lo,0,0,0,0
1379494155811,eth0,4931369,13012291,1222171565,18042742850
1379494155811,eth8,28665,5012003954,8044744,1207617918980
1379494155811,eth11,17656360742,27620,2218281944886,158085920
1379494155811,lo,0,0,0,0
1379494165886,eth0,4931403,13012327,1222177105,18042755610
1379494165886,eth8,28665,5012003954,8044744,1207617918980
1379494165886,eth11,17656492743,27620,2218290392950,158085920
1379494165886,lo,0,0,0,0
1379494175937,eth0,4931431,13012358,1222181547,18042767094
1379494175937,eth8,28665,5012003954,8044744,1207617918980
1379494175937,eth11,17656612748,27620,2218298073270,158085920
1379494175937,lo,0,0,0,0
1379494185973,eth0,4931458,13012386,1222185815,18042773796
1379494185973,eth8,28665,5012003954,8044744,1207617918980
1379494185973,eth11,17656732753,27620,2218305753590,158085920
1379494185973,lo,0,0,0,0
1379494196048,eth0,4931556,13012488,1222201691,18042797040
1379494196048,eth8,28665,5012003954,8044744,1207617918980
1379494196048,eth11,17656852709,27620,2218313430774,158085920
1379494196048,lo,0,0,0,0
1379494206114,eth0,4931585,13012523,1222206401,18042814510
1379494206114,eth8,28665,5012003954,8044744,1207617918980
1379494206114,eth11,17656972714,27620,2218321111094,158085920
1379494206114,lo,0,0,0,0
1379494216191,eth0,4931609,13012549,1222210179,18042823720
1379494216191,eth8,28665,5012003954,8044744,1207617918980
1379494216191,eth11,17657092719,27620,2218328791414,158085920
1379494216191,lo,0,0,0,0
1379494226258,eth0,4931645,13012591,1222215957,18042840070
1379494226258,eth8,28665,5012003954,8044744,1207617918980
1379494226258,eth11,17657212723,27620,2218336471670,158085920
1379494226258,lo,0,0,0,0
1379494236329,eth0,4931672,13012620,1222220343,18042849952
1379494236329,eth8,28665,5012003954,8044744,1207617918980
1379494236329,eth11,17657332728,27620,2218344151990,158085920
1379494236329,lo,0,0,0,0
1379494246371,eth0,4931698,13012649,1222224429,18042860208
1379494246371,eth8,28665,5012003954,8044744,1207617918980
1379494246371,eth11,17657452684,27620,2218351829174,158085920
1379494246371,lo,0,0,0,0
1379494256406,eth0,4931798,13012756,1222240661,18042889954
1379494256406,eth8,28665,5012003954,8044744,1207617918980
1379494256406,eth11,17657572689,27620,2218359509494,158085920
1379494256406,lo,0,0,0,0
1379494266468,eth0,4931825,13012787,1222245015,18042900600
1379494266468,eth8,28665,5012003954,8044744,1207617918980
1379494266468,eth11,17657692694,27620,2218367189814,158085920
1379494266468,lo,0,0,0,0
1379494276541,eth0,4931851,13012819,1222249149,18042916182
1379494276541,eth8,28665,5012003954,8044744,1207617918980
1379494276541,eth11,17657812699,27620,2218374870134,158085920
1379494276541,lo,0,0,0,0
1379494286620,eth0,4931885,13012854,1222254571,18042925594
1379494286620,eth8,28665,5012003954,8044744,1207617918980
1379494286620,eth11,17657932704,27620,2218382550454,158085920
1379494286620,lo,0,0,0,0
1379494296698,eth0,4931913,13012886,1222259131,18042939370
1379494296698,eth8,28665,5012003954,8044744,1207617918980
1379494296698,eth11,17658052709,27620,2218390230774,158085920
1379494296698,lo,0,0,0,0
1379494306763,eth0,4931940,13012915,1222263517,18042947476
1379494306763,eth8,28665,5012003954,8044744,1207617918980
1379494306763,eth11,17658172665,27620,2218397907958,158085920
1379494306763,lo,0,0,0,0
1379494316819,eth0,4931982,13012960,1222270259,18042959372
1379494316819,eth8,28665,5012003954,8044744,1207617918980
1379494316819,eth11,17658292670,27620,2218405588278,158085920
1379494316819,lo,0,0,0,0
1379494326848,eth0,4932068,13013052,1222284049,18042985602
1379494326848,eth8,28665,5012003954,8044744,1207617918980
1379494326848,eth11,17658412675,27620,2218413268598,158085920
1379494326848,lo,0,0,0,0
1379494336910,eth0,4932091,13013076,1222287763,18042994182
1379494336910,eth8,28665,5012003954,8044744,1207617918980
1379494336910,eth11,17658544676,27620,2218421716662,158085920
1379494336910,lo,0,0,0,0
1379494346984,eth0,4932127,13013116,1222293541,18043009928
1379494346984,eth8,28665,5012003954,8044744,1207617918980
1379494346984,eth11,17658664681,27620,2218429396982,158085920
1379494346984,lo,0,0,0,0
1379494357050,eth0,4932153,13013143,1222297745,18043016842
