date,iface,rx_pkts,tx_pkts,rx_bytes,tx_bytes
1379484502521,eth0,475923,447313,169503868,105408936
1379484502521,eth2,27620,14990667079,158085920,2047677550454
1379484502521,lo,2,2,168,168
1379484512529,eth0,475945,447335,169507416,105414932
1379484512529,eth2,27620,14993167000,158085920,2047837545398
1379484512529,lo,2,2,168,168
1379484522538,eth0,475995,447387,169515580,105429188
1379484522538,eth2,27620,14995666921,158085920,2047997540342
1379484522538,lo,2,2,168,168
1379484532543,eth0,476029,447426,169521010,105444728
1379484532543,eth2,27620,14998166842,158085920,2048157535286
1379484532543,lo,2,2,168,168
1379484542549,eth0,476058,447459,169525720,105459226
1379484542549,eth2,27620,15000666763,158085920,2048317530230
1379484542549,lo,2,2,168,168
1379484552555,eth0,476082,447485,169529498,105468340
1379484552555,eth2,27620,15003166684,158085920,2048477525174
1379484552555,lo,2,2,168,168
1379484562561,eth0,476105,447513,169533110,105481186
1379484562561,eth2,27620,15005666605,158085920,2048637520118
1379484562561,lo,2,2,168,168
1379484572569,eth0,476129,447541,169537014,105493954
1379484572569,eth2,27620,15008166526,158085920,2048797515062
1379484572569,lo,2,2,168,168
1379484582580,eth0,476179,447593,169545178,105506294
1379484582580,eth2,27620,15010666447,158085920,2048957509942
1379484582580,lo,2,2,168,168
1379484592586,eth0,476214,447633,169550672,105519982
1379484592586,eth2,27620,15013166367,158085920,2049117504886
1379484592586,lo,2,2,168,168
1379484602592,eth0,476243,447666,169555382,105532568
1379484602592,eth2,27620,15015666288,158085920,2049277499830
1379484602592,lo,2,2,168,168
1379484612598,eth0,476266,447691,169559096,105539706
1379484612598,eth2,27620,15018166209,158085920,2049437494774
1379484612598,lo,2,2,168,168
1379484622604,eth0,476289,447717,169562708,105550560
1379484622604,eth2,27620,15020666130,158085920,2049597489718
1379484622604,lo,2,2,168,168
1379484632613,eth0,476311,447745,169566256,105565246
1379484632613,eth2,27620,15023166051,158085920,2049757484662
1379484632613,lo,2,2,168,168
1379484642622,eth0,476365,447801,169574998,105580328
1379484642622,eth2,27620,15025665972,158085920,2049917479606
1379484642622,lo,2,2,168,168
1379484652628,eth0,476399,447837,169580428,105591926
1379484652628,eth2,27620,15028165893,158085920,2050077474486
1379484652628,lo,2,2,168,168
1379484662635,eth0,476426,447869,169584782,105606390
1379484662635,eth2,27620,15030665814,158085920,2050237469430
1379484662635,lo,2,2,168,168
1379484672641,eth0,476451,447898,169588852,105620220
1379484672641,eth2,27620,15033165734,158085920,2050397464374
1379484672641,lo,2,2,168,168
1379484682648,eth0,476474,447923,169592464,105629124
1379484682648,eth2,27620,15035665655,158085920,2050557459318
1379484682648,lo,2,2,168,168
1379484692656,eth0,476497,447951,169596076,105641922
1379484692656,eth2,27620,15038166324,158085920,2050717502134
1379484692656,lo,2,2,168,168
1379484702664,eth0,476549,448007,169604596,105659042
1379484702664,eth2,27620,15040666245,158085920,2050877497078
1379484702664,lo,2,2,168,168
1379484712670,eth0,476583,448043,169610026,105668724
1379484712670,eth2,27620,15043166166,158085920,2051037492022
1379484712670,lo,2,2,168,168
1379484722676,eth0,476610,448075,169614380,105681276
1379484722676,eth2,27620,15045666087,158085920,2051197486966
1379484722676,lo,2,2,168,168
1379484732683,eth0,476636,448105,169618514,105693258
1379484732683,eth2,27620,15048166008,158085920,2051357481910
1379484732683,lo,2,2,168,168
1379484742689,eth0,476659,448130,169622126,105700246
1379484742689,eth2,27620,15050665929,158085920,2051517476790
1379484742689,lo,2,2,168,168
1379484752699,eth0,476681,448155,169625674,105710988
1379484752699,eth2,27620,15053165850,158085920,2051677471734
1379484752699,lo,2,2,168,168
1379484762708,eth0,476731,448211,169633838,105730046
1379484762708,eth2,27620,15055665771,158085920,2051837466678
1379484762708,lo,2,2,168,168
1379484772714,eth0,476768,448252,169639688,105746488
1379484772714,eth2,27620,15058165692,158085920,2051997461622
1379484772714,lo,2,2,168,168
1379484782721,eth0,476795,448281,169644042,105757010
1379484782721,eth2,27620,15060665612,158085920,2052157456566
1379484782721,lo,2,2,168,168
1379484792727,eth0,476818,448309,169647756,105770806
1379484792727,eth2,27620,15063165533,158085920,2052317451510
1379484792727,lo,2,2,168,168
1379484802733,eth0,476843,448338,169651724,105784490
1379484802733,eth2,27620,15065665454,158085920,2052477446454
1379484802733,lo,2,2,168,168
1379484812742,eth0,476865,448362,169655272,105793282
1379484812742,eth2,27620,15068165375,158085920,2052637441398
1379484812742,lo,2,2,168,168
1379484822751,eth0,476916,448418,169663500,105810432
1379484822751,eth2,27620,15070665296,158085920,2052797436342
1379484822751,lo,2,2,168,168
1379484832757,eth0,476952,448458,169669286,105824894
1379484832757,eth2,27620,15073165217,158085920,2052957431286
1379484832757,lo,2,2,168,168
1379484842763,eth0,476979,448487,169673640,105833504
1379484842763,eth2,27620,15075665138,158085920,2053117426230
1379484842763,lo,2,2,168,168
1379484852769,eth0,477002,448515,169677354,105845388
1379484852769,eth2,27620,15078165059,158085920,2053277421174
1379484852769,lo,2,2,168,168
1379484862776,eth0,477027,448544,169681322,105857156
1379484862776,eth2,27620,15080664980,158085920,2053437416118
1379484862776,lo,2,2,168,168
1379484872784,eth0,477050,448569,169684934,105864096
1379484872784,eth2,27620,15083414744,158085920,2053613401014
1379484872784,lo,2,2,168,168
1379484882793,eth0,477100,448622,169693098,105879194
1379484882793,eth2,27620,15085914665,158085920,2053773395958
1379484882793,lo,2,2,168,168
1379484892799,eth0,477134,448661,169698528,105895538
1379484892799,eth2,27620,15088414586,158085920,2053933390838
1379484892799,lo,2,2,168,168
1379484902806,eth0,477163,448694,169703238,105910840
1379484902806,eth2,27620,15090914507,158085920,2054093385782
1379484902806,lo,2,2,168,168
1379484912812,eth0,477187,448720,169707016,105920758
