executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,3671527,3.937623215
./mem-walk-no-thread-no-thrash,3528450,3.266750274
./mem-walk-no-thread-no-thrash,3606771,3.881169676
./mem-walk-no-thread-no-thrash,3364317,3.126197080
./mem-walk-no-thread-no-thrash,3805745,4.007330698
./mem-walk-no-thread-no-thrash,3374390,3.127823363
./mem-walk-no-thread-no-thrash,3619025,3.852440984
./mem-walk-no-thread-no-thrash,3622124,4.001167494
./mem-walk-no-thread-no-thrash,3860669,4.074481832
./mem-walk-no-thread-no-thrash,3638191,4.037119329
./mem-walk-no-thread,552249937,10.888326140
./mem-walk-no-thread,556689319,10.883701876
./mem-walk-no-thread,536431348,10.838616959
./mem-walk-no-thread,544848398,10.888437434
./mem-walk-no-thread,544891309,10.863333240
./mem-walk-no-thread,536016755,10.845410569
./mem-walk-no-thread,556910696,10.871019627
./mem-walk-no-thread,548713205,10.859667036
./mem-walk-no-thread,544368242,10.861768766
./mem-walk-no-thread,538292997,10.837364231
./mem-walk-no-thrash,9027178,11.132358090
./mem-walk-no-thrash,24570359,11.276176441
./mem-walk-no-thrash,23548295,11.308962047
./mem-walk-no-thrash,27649747,11.357340179
./mem-walk-no-thrash,10147032,11.151941406
./mem-walk-no-thrash,14618511,11.275001189
./mem-walk-no-thrash,10562652,11.139722180
./mem-walk-no-thrash,18354716,11.275987138
./mem-walk-no-thrash,28060299,11.401705720
./mem-walk-no-thrash,21564205,11.357531796
./mem-walk,1939825791,50.813324653
./mem-walk,1559149606,49.528504630
./mem-walk,1839210723,49.430474178
./mem-walk,1666434646,49.613865067
./mem-walk,2183512908,49.888450112
./mem-walk,1725716336,50.059327495
./mem-walk,1838942872,49.692884902
./mem-walk,1930280388,49.031518622
./mem-walk,1694598616,49.607204524
./mem-walk,2081904946,49.428604064
