executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,3606693,3.639099941
./mem-walk-no-thread-no-thrash,3618054,3.178279300
./mem-walk-no-thread-no-thrash,3569894,3.372415557
./mem-walk-no-thread-no-thrash,3463628,3.126594029
./mem-walk-no-thread-no-thrash,3488206,3.180455462
./mem-walk-no-thread-no-thrash,3838507,3.913616023
./mem-walk-no-thread-no-thrash,3736104,3.881910314
./mem-walk-no-thread-no-thrash,3547228,3.374347260
./mem-walk-no-thread-no-thrash,3738793,4.002767948
./mem-walk-no-thread-no-thrash,3900511,4.175810052
./mem-walk-no-thread,557696231,10.974523659
./mem-walk-no-thread,536077702,10.932013698
./mem-walk-no-thread,532585777,11.007863246
./mem-walk-no-thread,540957602,10.919185906
./mem-walk-no-thread,526758277,10.921363961
./mem-walk-no-thread,541237659,10.921510617
./mem-walk-no-thread,555882043,10.975387179
./mem-walk-no-thread,545642430,10.948355553
./mem-walk-no-thread,556516954,10.988652533
./mem-walk-no-thread,546642284,10.944267656
./mem-walk-no-thrash,14122489,11.969211109
./mem-walk-no-thrash,21929486,11.226050493
./mem-walk-no-thrash,23743800,11.552214132
./mem-walk-no-thrash,16424132,11.287709460
./mem-walk-no-thrash,15083631,11.296447768
./mem-walk-no-thrash,13446083,11.140309466
./mem-walk-no-thrash,20445121,11.215396110
./mem-walk-no-thrash,9089434,11.133572309
./mem-walk-no-thrash,14210489,11.999072149
./mem-walk-no-thrash,10762478,11.130921718
./mem-walk,1846475575,51.127242148
./mem-walk,2178489883,52.647425392
./mem-walk,2763736516,57.346956046
./mem-walk,2293420200,53.927150002
./mem-walk,5018464085,73.695035481
./mem-walk,2049473256,52.471960342
./mem-walk,2119135477,52.827885498
./mem-walk,2029573027,51.847026158
./mem-walk,2282557699,53.149529687
./mem-walk,2530129630,55.494344463
