executable,cachemisses,runningtime
./transcode,3098219445,108.923225439
./transcode,3097843065,109.105216133
./transcode,3109287747,109.331637432
./transcode,3112251258,109.401013203
./transcode,3109679214,109.390207288
./transcode,3102256281,109.257555744
./transcode,3115856955,109.269542017
./transcode,3103496543,109.194692595
./transcode,3108224054,109.243812944
./transcode,3105003949,109.215021975
