date,iface,rx_pkts,tx_pkts,rx_bytes,tx_bytes
1379466843569,eth0,308996,279885,122848803,61793380
1379466843569,eth2,22980,10510560537,157663100,1760950731766
1379466843569,lo,2,2,168,168
1379466853577,eth0,309018,279907,122852351,61799372
1379466853577,eth2,22990,10510590536,157664020,1760952651702
1379466853577,lo,2,2,168,168
1379466863585,eth0,309041,279932,122855963,61809272
1379466863585,eth2,23000,10510620544,157664940,1760954572214
1379466863585,lo,2,2,168,168
1379466873595,eth0,309079,279975,122862057,61825428
1379466873595,eth2,23011,10510650544,157665924,1760956492214
1379466873595,lo,2,2,168,168
1379466883605,eth0,309103,280003,122865961,61839128
1379466883605,eth2,23021,10510680543,157666844,1760958412150
1379466883605,lo,2,2,168,168
1379466893614,eth0,309141,280043,122872039,61850414
1379466893614,eth2,23031,10510710542,157667764,1760960332086
1379466893614,lo,2,2,168,168
1379466903621,eth0,309179,280086,122878109,61865578
1379466903621,eth2,23042,10510740543,157668748,1760962252150
1379466903621,lo,2,2,168,168
1379466913629,eth0,309204,280115,122882077,61878370
1379466913629,eth2,23052,10510770542,157669668,1760964172086
1379466913629,lo,2,2,168,168
1379466923637,eth0,309226,280139,122885625,61886258
1379466923637,eth2,23062,10510800541,157670588,1760966092022
1379466923637,lo,2,2,168,168
1379466933647,eth0,309264,280182,122891719,61900462
1379466933647,eth2,23072,10510830540,157671508,1760968011958
1379466933647,lo,2,2,168,168
1379466943657,eth0,309289,280211,122895687,61912274
1379466943657,eth2,23083,10510860540,157672492,1760969931958
1379466943657,lo,2,2,168,168
1379466953665,eth0,309326,280250,122901701,61921548
1379466953665,eth2,23093,10510890539,157673412,1760971851894
1379466953665,lo,2,2,168,168
1379466963673,eth0,309364,280291,122907771,61934688
1379466963673,eth2,23103,10510920538,157674332,1760973771830
1379466963673,lo,2,2,168,168
1379466973680,eth0,309387,280319,122911383,61949322
1379466973680,eth2,23114,10510950538,157675316,1760975691830
1379466973680,lo,2,2,168,168
1379466983689,eth0,309411,280347,122915287,61963866
1379466983689,eth2,23124,10510980537,157676236,1760977611766
1379466983689,lo,2,2,168,168
1379466993698,eth0,309449,280387,122921381,61976008
1379466993698,eth2,23134,10511010536,157677156,1760979531702
1379466993698,lo,2,2,168,168
1379467003709,eth0,309472,280415,122924993,61989666
1379467003709,eth2,23145,10511040536,157678140,1760981451702
