iface,rx_pkts,tx_pkts,rx_bytes,tx_bytes
eth0,2.1982414068745,2.1982414068745,354.516386890488,598.721023181455
eth0,3.69519624488165,3.89493658244282,602.217117746929,1218.6157994607
eth0,3.89649315615946,4.39604356079528,623.838545309222,1629.13377959836
eth0,3.39728217426059,3.79696243005596,555.15587529976,1526.37889688249
eth0,2.69784172661871,2.89768185451639,424.860111910472,954.036770583533
eth0,2.19846107724593,2.69811132207455,354.551813730389,1273.70840411712
eth0,2.49775202317914,2.8973923468878,396.443201118993,1278.0497552203
eth0,3.69556532161406,3.89532560926888,602.277267279265,1024.17099480623
eth0,3.89649315615946,4.39604356079528,623.838545309222,1434.10930162853
eth0,3.49720223820943,3.8968824940048,561.550759392486,1337.72981614708
eth0,2.59818127310882,2.79804137104027,418.507045068452,753.072849005696
eth0,2.1982414068745,2.49800159872102,354.516386890488,1071.34292565947
eth0,2.29816147082334,2.79776179056755,360.911270983213,1462.23021582734
eth0,3.89493658244282,4.29441725756517,637.770897832817,1688.8045540797
eth0,3.89649315615946,4.09631331801379,623.838545309222,1228.09471475672
eth0,3.29736211031175,3.79696243005596,525.979216626699,1522.18225419664
eth0,2.79776179056755,3.19744204636291,454.036770583533,1418.06554756195
eth0,2.19846107724593,2.39832117517738,354.551813730389,872.589187568702
eth0,2.29793186132481,2.79748226596064,360.875212308922,1267.45928664202
eth0,3.99520575309628,4.39472632840591,644.226927686776,1500.79904115062
eth0,3.79696243005596,3.99680255795364,617.505995203837,1026.77857713829
eth0,3.29736211031175,3.79696243005596,525.979216626699,1327.13828936851
eth0,2.79776179056755,3.19744204636291,454.036770583533,1223.42126298961
eth0,2.1982414068745,2.39808153477218,354.516386890488,677.857713828937
eth0,2.39832117517738,2.69811132207455,367.342859998001,1071.44998501049
eth0,3.69519624488165,4.19454708878458,602.217117746929,1678.21831618895
eth0,3.996003996004,4.3956043956044,652.947052947053,1691.90809190809
eth0,3.29769161586889,3.49755171380034,526.031777755571,1121.21514939542
eth0,2.59792166266986,3.09752198241407,418.465227817746,1407.47402078337
eth0,2.49800159872102,2.89768185451639,396.482813749001,1349.32054356515
eth0,2.29816147082334,2.49800159872102,360.911270983213,866.506794564349
eth0,3.69556532161406,4.1949660407511,602.277267279265,1483.81941669996
eth0,4.09631331801379,4.49595364172245,659.406534119293,1503.44689779199
