executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,3745873,3.882917234
./mem-walk-no-thread-no-thrash,3587564,3.129241979
./mem-walk-no-thread-no-thrash,3615165,3.522274644
./mem-walk-no-thread-no-thrash,3656183,3.627714269
./mem-walk-no-thread-no-thrash,3793154,3.807413811
./mem-walk-no-thread-no-thrash,3805618,3.785011509
./mem-walk-no-thread-no-thrash,3544490,3.140561902
./mem-walk-no-thread-no-thrash,3858010,3.976493241
./mem-walk-no-thread-no-thrash,3581493,3.241462217
./mem-walk-no-thread-no-thrash,3814550,4.058467054
./mem-walk-no-thread,583684868,11.068178621
./mem-walk-no-thread,580344808,11.175812483
./mem-walk-no-thread,602492650,11.112772481
./mem-walk-no-thread,590445713,11.073477322
./mem-walk-no-thread,582015781,11.102731090
./mem-walk-no-thread,529952320,10.955586632
./mem-walk-no-thread,531725628,10.969094734
./mem-walk-no-thread,535082930,10.935870216
./mem-walk-no-thread,534146435,10.940261320
./mem-walk-no-thread,543463748,10.939057415
./mem-walk-no-thrash,21691455,11.199861989
./mem-walk-no-thrash,20120602,11.201326847
./mem-walk-no-thrash,16227726,11.209966779
./mem-walk-no-thrash,19705562,11.202143845
./mem-walk-no-thrash,21709137,11.255762930
./mem-walk-no-thrash,24809906,11.312443934
./mem-walk-no-thrash,24434824,11.251034508
./mem-walk-no-thrash,21068339,11.198965047
./mem-walk-no-thrash,25387904,11.219264665
./mem-walk-no-thrash,13029280,11.176863014
./mem-walk,3021201461,60.400485913
./mem-walk,3308762097,62.047638119
./mem-walk,2988872221,59.821998441
./mem-walk,3129350824,61.009657651
./mem-walk,3339999567,63.062420144
./mem-walk,3244984947,62.040485324
./mem-walk,3247574358,62.185347756
./mem-walk,3158493860,61.053668590
./mem-walk,3283600541,62.018320061
./mem-walk,2476095796,55.078723776
