executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,3793872,4.147710786
./mem-walk-no-thread-no-thrash,3496047,3.100876665
./mem-walk-no-thread-no-thrash,3650749,3.569285312
./mem-walk-no-thread-no-thrash,3502155,3.126118286
./mem-walk-no-thread-no-thrash,3787782,4.088124697
./mem-walk-no-thread-no-thrash,3711736,3.801222309
./mem-walk-no-thread-no-thrash,3902989,4.025570850
./mem-walk-no-thread-no-thrash,3550185,3.128710421
./mem-walk-no-thread-no-thrash,3565935,3.354628650
./mem-walk-no-thread-no-thrash,3706868,3.843535855
./mem-walk-no-thread,554497405,10.990332054
./mem-walk-no-thread,538374692,10.917792005
./mem-walk-no-thread,538409755,10.936482261
./mem-walk-no-thread,531392658,10.929234971
./mem-walk-no-thread,556904823,10.991558096
./mem-walk-no-thread,540467579,10.923754252
./mem-walk-no-thread,532804716,10.955214395
./mem-walk-no-thread,547280229,10.940846970
./mem-walk-no-thread,557174852,10.986686838
./mem-walk-no-thread,552805831,10.946569006
./mem-walk-no-thrash,29580952,11.216228810
./mem-walk-no-thrash,23126565,11.448429446
./mem-walk-no-thrash,16940000,11.172393484
./mem-walk-no-thrash,30641427,11.548669100
./mem-walk-no-thrash,20915708,11.192047563
./mem-walk-no-thrash,24121676,11.288482809
./mem-walk-no-thrash,28647319,11.282056870
./mem-walk-no-thrash,16473642,11.220575014
./mem-walk-no-thrash,17138831,11.176095374
./mem-walk-no-thrash,21258116,11.183692859
./mem-walk,2714145959,57.680407482
./mem-walk,3116433827,61.010441297
./mem-walk,2856541252,59.153928299
./mem-walk,3131091445,61.694004997
./mem-walk,2825651787,58.480482428
./mem-walk,3240074230,62.026027705
./mem-walk,2130377652,52.753165516
./mem-walk,3373139046,62.925206775
./mem-walk,3585307478,63.967839511
./mem-walk,3901546492,66.336780854
