executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,3942125,3.482750437
./mem-walk-no-thread-no-thrash,3997054,3.752118567
./mem-walk-no-thread-no-thrash,3981763,4.004869894
./mem-walk-no-thread-no-thrash,3869990,3.601386907
./mem-walk-no-thread-no-thrash,4127983,3.965789248
./mem-walk-no-thread-no-thrash,4188826,4.225141786
./mem-walk-no-thread-no-thrash,4112925,3.953132756
./mem-walk-no-thread-no-thrash,3999763,4.001649253
./mem-walk-no-thread-no-thrash,4000679,3.750465714
./mem-walk-no-thread-no-thrash,4061407,3.959657024
./mem-walk-no-thread,583709259,11.117883784
./mem-walk-no-thread,528423071,11.019108120
./mem-walk-no-thread,543927888,10.939627618
./mem-walk-no-thread,542331335,10.958514709
./mem-walk-no-thread,534551707,10.950393504
./mem-walk-no-thread,528931894,10.954819807
./mem-walk-no-thread,528432019,10.974973721
./mem-walk-no-thread,544264329,10.959969482
./mem-walk-no-thread,550173942,10.957892906
./mem-walk-no-thread,542259171,10.937409653
./mem-walk-no-thrash,25023130,11.491754755
./mem-walk-no-thrash,24702364,11.486129217
./mem-walk-no-thrash,22479843,11.471251604
./mem-walk-no-thrash,26814384,11.483538329
./mem-walk-no-thrash,19423270,11.478131219
./mem-walk-no-thrash,28588533,11.560125646
./mem-walk-no-thrash,21731945,11.470250320
./mem-walk-no-thrash,17585788,11.368916664
./mem-walk-no-thrash,28416316,11.485128638
./mem-walk-no-thrash,27471453,11.483942061
./mem-walk,3081708486,61.716292327
./mem-walk,3152317770,62.992389423
./mem-walk,4164054124,70.020531934
./mem-walk,3760346425,68.785947823
./mem-walk,3053424853,60.475690529
./mem-walk,2955496628,59.713073113
./mem-walk,4018907669,68.058908716
./mem-walk,3284255456,63.057055142
./mem-walk,2841375273,60.416279868
./mem-walk,2929201414,61.999692803
