executable,type,mean,min,max,sd,rsd
mem-walk-no-thread-no-thrash,cache-misses,4028252,3869990,4188826,94967.95,2.357548
mem-walk-no-thread-no-thrash,running-time,3.869696,3.48275,4.225142,0.2201189,5.688273
mem-walk-no-thread,cache-misses,542700462,528423071,583709259,16347836,3.012313
mem-walk-no-thread,running-time,10.97706,10.93741,11.11788,0.05455495,0.4969906
mem-walk-no-thrash,cache-misses,24223703,17585788,28588533,3816826,15.75657
mem-walk-no-thrash,running-time,11.47792,11.36892,11.56013,0.04609341,0.4015834
mem-walk,cache-misses,3324108810,2841375273,4164054124,479182576,14.41537
mem-walk,running-time,63.72359,59.71307,70.02053,3.795104,5.955572
