executable,cachemisses,runningtime
sleep,15132,60.001307405
sleep,2995,60.002379851
sleep,2332,60.002230849
sleep,1962,60.002298086
sleep,1476,60.002774159
sleep,1337,60.001768185
sleep,1912,60.002088231
sleep,1580,60.002890100
sleep,1276,60.002644204
sleep,1422,60.001786287
