executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,3745192,4.037543597
./mem-walk-no-thread-no-thrash,3704801,3.849122935
./mem-walk-no-thread-no-thrash,3774051,4.098301619
./mem-walk-no-thread-no-thrash,3487364,3.105744260
./mem-walk-no-thread-no-thrash,3878726,4.122201557
./mem-walk-no-thread-no-thrash,3507594,3.212702544
./mem-walk-no-thread-no-thrash,3677657,3.457222418
./mem-walk-no-thread-no-thrash,3835367,4.092812557
./mem-walk-no-thread-no-thrash,3511859,3.189450985
./mem-walk-no-thread-no-thrash,3654887,3.751862063
./mem-walk-no-thread,589682352,11.066276832
./mem-walk-no-thread,548744577,10.910552289
./mem-walk-no-thread,537811253,10.874350141
./mem-walk-no-thread,530777493,10.950303052
./mem-walk-no-thread,531439656,10.961826252
./mem-walk-no-thread,528528028,10.889886009
./mem-walk-no-thread,553381572,10.918833416
./mem-walk-no-thread,530796149,10.878797188
./mem-walk-no-thread,540001731,10.904715817
./mem-walk-no-thread,542004962,10.905290428
./mem-walk-no-thrash,10726880,11.146568945
./mem-walk-no-thrash,14271903,11.446785817
./mem-walk-no-thrash,18565861,11.412768039
./mem-walk-no-thrash,18098936,11.158844452
./mem-walk-no-thrash,23631797,11.423790837
./mem-walk-no-thrash,12517108,11.147006734
./mem-walk-no-thrash,15921915,11.308007075
./mem-walk-no-thrash,26002763,11.221884778
./mem-walk-no-thrash,11652009,11.146194515
./mem-walk-no-thrash,14723207,11.156095134
./mem-walk,2815395827,58.509219047
./mem-walk,3512561204,63.600273328
./mem-walk,2878346718,58.627530116
./mem-walk,3278827760,61.694468770
./mem-walk,3145116840,61.298907453
./mem-walk,3874713805,66.168854164
./mem-walk,2864689819,58.830462923
./mem-walk,3516624212,63.734604547
./mem-walk,2965239092,59.833032145
./mem-walk,3380910762,62.982831962
