executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,9202038,3.431698377
./mem-walk-no-thread-no-thrash,8933395,3.229681557
./mem-walk-no-thread-no-thrash,9564348,3.575230144
./mem-walk-no-thread-no-thrash,8729251,3.205637537
./mem-walk-no-thread-no-thrash,9555121,3.747358816
./mem-walk-no-thread-no-thrash,9582290,3.675072079
./mem-walk-no-thread-no-thrash,8772362,3.249726872
./mem-walk-no-thread-no-thrash,8676928,3.153438166
./mem-walk-no-thread-no-thrash,8692760,3.216205523
./mem-walk-no-thread-no-thrash,9494841,3.632859005
./mem-walk-no-thread,528552453,11.851717879
./mem-walk-no-thread,532628174,11.891287723
./mem-walk-no-thread,526710772,11.850732838
./mem-walk-no-thread,523634617,11.821684056
./mem-walk-no-thread,533617504,11.897336276
./mem-walk-no-thread,526311009,11.846762936
./mem-walk-no-thread,519517877,11.869417162
./mem-walk-no-thread,524596976,11.836200601
./mem-walk-no-thread,519682630,11.838312035
./mem-walk-no-thread,520520296,11.847419590
./mem-walk-no-thrash,42522192,12.306969712
./mem-walk-no-thrash,46185549,12.335054314
./mem-walk-no-thrash,45600140,12.026633075
./mem-walk-no-thrash,42836789,12.018159350
./mem-walk-no-thrash,43265664,12.312412819
./mem-walk-no-thrash,46398844,12.058707822
./mem-walk-no-thrash,46727121,12.206705480
./mem-walk-no-thrash,45221039,12.064040816
./mem-walk-no-thrash,43811070,12.055296141
./mem-walk-no-thrash,46045788,12.351238114
./mem-walk,11665512305,127.580721429
./mem-walk,12090971059,130.750898753
./mem-walk,11452484794,125.563192383
./mem-walk,12053249570,130.180594323
./mem-walk,11840081306,127.669465198
./mem-walk,11076433333,122.381224986
./mem-walk,11409115537,124.878944998
./mem-walk,12300622150,131.909979107
./mem-walk,11910446607,129.541365918
./mem-walk,13158457278,138.933976178
