executable,cachemisses,runningtime
./mem-walk,5655684203,78.931811709
./mem-walk,5558511430,78.994588380
./mem-walk,4994447191,73.951611961
./mem-walk,4769265078,72.792775181
./mem-walk,5074632145,74.492393184
./mem-walk,6160827354,84.614012306
./mem-walk,5457692517,79.125109050
./mem-walk,5537721170,78.107612941
./mem-walk,5788609110,80.361973463
./mem-walk,5803197637,80.430389907
