executable,cachemisses,runningtime
./mem-walk,11234548241,123.719361202
./mem-walk,11240380976,123.501944174
./mem-walk,12595730545,135.515513905
./mem-walk,11556382585,126.341690011
./mem-walk,11154946021,122.556175472
./mem-walk,12162403806,131.674014808
./mem-walk,12191833100,131.329419451
./mem-walk,12157004874,131.244007206
./mem-walk,11052365160,122.786676340
./mem-walk,11962826436,129.460025804
