iface,rx_pkts,tx_pkts,rx_bytes,tx_bytes
eth0,3.8961038961039,3.996003996004,636.363636363636,968.231768231768
eth0,2.39808153477218,2.49800159872102,387.689848121503,878.697042366107
eth0,2.29816147082334,2.69784172661871,360.911270983213,1237.41007194245
eth0,2.5974025974026,3.1968031968032,414.585414585415,1754.44555444555
eth0,3.8961038961039,3.996003996004,629.97002997003,912.687312687313
eth0,3.29736211031175,3.69704236610711,525.979216626699,1282.57394084732
eth0,3.8961038961039,4.4955044955045,637.962037962038,1768.83116883117
eth0,2.39808153477218,2.49800159872102,387.689848121503,655.275779376499
eth0,2.29816147082334,2.69784172661871,360.911270983213,1013.18944844125
eth0,2.39736290080911,2.99670362601139,389.971031864949,1420.03795824593
eth0,3.99640323708662,4.09631331801379,648.21660505545,794.484963532821
eth0,3.29736211031175,3.59712230215827,525.979216626699,1055.95523581135
eth0,3.7962037962038,4.1958041958042,608.791208791209,1509.49050949051
eth0,2.59792166266986,3.19744204636291,423.26139088729,1712.23021582734
eth0,2.29816147082334,2.39808153477218,360.911270983213,778.776978417266
eth0,2.1978021978022,2.5974025974026,354.445554445554,1155.24475524476
eth0,4.2957042957043,4.8951048951049,690.10989010989,1856.54345654346
eth0,3.29736211031175,3.39728217426059,525.979216626699,823.940847322142
eth0,3.6963036963037,4.0959040959041,602.397602397602,1280.11988011988
eth0,2.59792166266986,3.19744204636291,423.26139088729,1488.80895283773
eth0,2.29816147082334,2.39808153477218,360.911270983213,554.556354916067
eth0,2.2977022977023,2.5974025974026,360.839160839161,934.065934065934
eth0,3.996003996004,4.3956043956044,648.151848151848,1585.61438561439
eth0,3.49685283245079,4.09631331801379,561.49465481067,1881.10700369667
eth0,3.6963036963037,3.7962037962038,602.397602397602,1044.55544455544
eth0,2.39808153477218,2.79776179056755,387.689848121503,1223.42126298961
eth0,2.49800159872102,3.09752198241407,396.482813749001,1612.3101518785
eth0,2.2977022977023,2.3976023976024,360.839160839161,703.096903096903
eth0,3.996003996004,4.3956043956044,648.151848151848,1361.43856143856
eth0,3.39694275152363,3.99640323708662,555.100409631332,1650.91417724048
eth0,3.7962037962038,3.8961038961039,608.791208791209,827.972027972028
eth0,2.59792166266986,3.19744204636291,412.270183852918,1316.34692246203
eth0,2.1982414068745,2.79776179056755,354.516386890488,1472.02238209432
eth0,2.49725302167616,2.69703326341025,405.753670961942,1059.03506143242
eth0,4.09631331801379,4.29613347986812,654.610850234789,1261.26486162454
eth0,3.19744204636291,3.69704236610711,519.584332533973,1513.78896882494
eth0,3.996003996004,4.3956043956044,644.355644355644,1591.80819180819
eth0,2.4982512241431,2.69811132207455,394.124113120815,898.970720495653
eth0,2.1982414068745,2.69784172661871,354.516386890488,1244.80415667466
eth0,2.3976023976024,2.7972027972028,390.00999000999,1237.16283716284
eth0,4.09631331801379,4.29613347986812,654.610850234789,1037.46628034769
eth0,3.29769161586889,3.79734186069751,526.031777755571,1296.4924552813
