executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,3595003,3.644694508
./mem-walk-no-thread-no-thrash,3726644,4.082732056
./mem-walk-no-thread-no-thrash,3772734,4.011120654
./mem-walk-no-thread-no-thrash,3577276,3.759901513
./mem-walk-no-thread-no-thrash,3520384,3.587969143
./mem-walk-no-thread-no-thrash,3446099,3.132117193
./mem-walk-no-thread-no-thrash,3617771,3.563670059
./mem-walk-no-thread-no-thrash,3682446,4.097540784
./mem-walk-no-thread-no-thrash,3732995,4.032915906
./mem-walk-no-thread-no-thrash,3557220,3.722676261
./mem-walk-no-thread,593148605,11.023457479
./mem-walk-no-thread,580369945,11.012977030
./mem-walk-no-thread,604191259,11.068773477
./mem-walk-no-thread,596586573,11.069184979
./mem-walk-no-thread,597709190,11.035620317
./mem-walk-no-thread,584229154,11.041424995
./mem-walk-no-thread,578244146,11.038449978
./mem-walk-no-thread,573646768,11.065882100
./mem-walk-no-thread,596010696,11.044442077
./mem-walk-no-thread,589671698,11.046758520
./mem-walk-no-thrash,27370392,11.227580101
./mem-walk-no-thrash,25587901,11.297788986
./mem-walk-no-thrash,22973142,11.408956332
./mem-walk-no-thrash,22647315,11.372062085
./mem-walk-no-thrash,22357345,11.389168421
./mem-walk-no-thrash,24674382,11.494666011
./mem-walk-no-thrash,13160925,11.171952870
./mem-walk-no-thrash,23436789,11.420933066
./mem-walk-no-thrash,20295878,11.384160071
./mem-walk-no-thrash,27218898,11.424693094
./mem-walk,1994662097,50.353430509
./mem-walk,1975720446,49.986675902
./mem-walk,1905249194,50.209841402
./mem-walk,1644535484,49.522802808
./mem-walk,2006448228,50.558292306
./mem-walk,1714953797,50.156985408
./mem-walk,2220395546,50.838242804
./mem-walk,1772686939,49.785373951
./mem-walk,2017045712,49.491428152
./mem-walk,1710511410,50.198052711
