date,iface,rx_pkts,tx_pkts,rx_bytes,tx_bytes
1379474118431,eth0,223682,218863,69154010,57392474
1379474118431,eth7,5012003954,28665,1207617918980,8044744
1379474118431,lo,0,0,0,0
1379474128439,eth0,223704,218885,69157558,57398446
1379474128439,eth7,5012003954,28665,1207617918980,8044744
1379474128439,lo,0,0,0,0
1379474138452,eth0,223742,218925,69163754,57410762
1379474138452,eth7,5012003954,28665,1207617918980,8044744
1379474138452,lo,0,0,0,0
1379474148461,eth0,223778,218966,69169500,57426518
1379474148461,eth7,5012003954,28665,1207617918980,8044744
1379474148461,lo,0,0,0,0
1379474158469,eth0,223813,219005,69175120,57441758
1379474158469,eth7,5012003954,28665,1207617918980,8044744
1379474158469,lo,0,0,0,0
1379474168477,eth0,223840,219034,69179474,57451272
1379474168477,eth7,5012003954,28665,1207617918980,8044744
1379474168477,lo,0,0,0,0
1379474178484,eth0,223863,219062,69183188,57464024
1379474178484,eth7,5012003954,28665,1207617918980,8044744
1379474178484,lo,0,0,0,0
1379474188492,eth0,223888,219091,69187156,57476632
1379474188492,eth7,5012003954,28665,1207617918980,8044744
1379474188492,lo,0,0,0,0
1379474198504,eth0,223926,219131,69193352,57486836
1379474198504,eth7,5012003954,28665,1207617918980,8044744
1379474198504,lo,0,0,0,0
1379474208514,eth0,223962,219172,69199098,57500480
1379474208514,eth7,5012003954,28665,1207617918980,8044744
1379474208514,lo,0,0,0,0
1379474218522,eth0,223997,219211,69204718,57513608
1379474218522,eth7,5012003954,28665,1207617918980,8044744
1379474218522,lo,0,0,0,0
1379474228530,eth0,224119,219335,69224442,57536108
1379474228530,eth7,5012003954,28665,1207617918980,8044744
1379474228530,lo,0,0,0,0
1379474238537,eth0,224142,219361,69228156,57546672
1379474238537,eth7,5012003954,28665,1207617918980,8044744
1379474238537,lo,0,0,0,0
1379474248545,eth0,224164,219388,69231704,57560898
1379474248545,eth7,5012003954,28665,1207617918980,8044744
1379474248545,lo,0,0,0,0
1379474258557,eth0,224205,219433,69238320,57577662
1379474258557,eth7,5012003954,28665,1207617918980,8044744
1379474258557,lo,0,0,0,0
1379474268566,eth0,224240,219470,69244002,57589016
1379474268566,eth7,5012003954,28665,1207617918980,8044744
1379474268566,lo,0,0,0,0
1379474278574,eth0,224273,219508,69249266,57603826
1379474278574,eth7,5012003954,28665,1207617918980,8044744
1379474278574,lo,0,0,0,0
1379474288581,eth0,224303,219542,69254040,57617788
1379474288581,eth7,5012003954,28665,1207617918980,8044744
1379474288581,lo,0,0,0,0
1379474298589,eth0,224326,219567,69257754,57626202
1379474298589,eth7,5012003954,28665,1207617918980,8044744
1379474298589,lo,0,0,0,0
1379474308596,eth0,224348,219594,69261302,57638316
1379474308596,eth7,5012003954,28665,1207617918980,8044744
1379474308596,lo,0,0,0,0
1379474318608,eth0,224389,219639,69267918,57652968
1379474318608,eth7,5012003954,28665,1207617918980,8044744
1379474318608,lo,0,0,0,0
1379474328617,eth0,224425,219677,69273664,57662274
1379474328617,eth7,5012003954,28665,1207617918980,8044744
1379474328617,lo,0,0,0,0
1379474338625,eth0,224457,219714,69278864,57674908
1379474338625,eth7,5012003954,28665,1207617918980,8044744
1379474338625,lo,0,0,0,0
1379474348633,eth0,224487,219748,69283638,57686758
1379474348633,eth7,5012003954,28665,1207617918980,8044744
1379474348633,lo,0,0,0,0
1379474358641,eth0,224514,219775,69287984,57693600
1379474358641,eth7,5012003954,28665,1207617918980,8044744
1379474358641,lo,0,0,0,0
1379474368649,eth0,224534,219797,69291130,57703094
1379474368649,eth7,5012003954,28665,1207617918980,8044744
1379474368649,lo,0,0,0,0
1379474378661,eth0,224572,219840,69297224,57719270
1379474378661,eth7,5012003954,28665,1207617918980,8044744
1379474378661,lo,0,0,0,0
1379474388671,eth0,224609,219881,69303262,57735008
1379474388671,eth7,5012003954,28665,1207617918980,8044744
1379474388671,lo,0,0,0,0
