executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,3693806,3.594069887
./mem-walk-no-thread-no-thrash,3485116,3.513921642
./mem-walk-no-thread-no-thrash,3534861,3.783953637
./mem-walk-no-thread-no-thrash,3305828,3.095067679
./mem-walk-no-thread-no-thrash,3444217,3.209773388
./mem-walk-no-thread-no-thrash,3449721,3.571997443
./mem-walk-no-thread-no-thrash,3352473,3.103752305
./mem-walk-no-thread-no-thrash,3556298,3.541867663
./mem-walk-no-thread-no-thrash,3760558,4.010586880
./mem-walk-no-thread-no-thrash,3594209,4.039599126
./mem-walk-no-thread,597131322,11.130700018
./mem-walk-no-thread,600801875,11.145064272
./mem-walk-no-thread,608357047,11.167034231
./mem-walk-no-thread,600589753,11.144274081
./mem-walk-no-thread,599283734,11.202715392
./mem-walk-no-thread,608591758,11.227334501
./mem-walk-no-thread,605356378,11.207750459
./mem-walk-no-thread,607492664,11.202758228
./mem-walk-no-thread,601922431,11.224951849
./mem-walk-no-thread,596119404,11.261719663
./mem-walk-no-thrash,23130362,12.041906760
./mem-walk-no-thrash,20832770,11.292900973
./mem-walk-no-thrash,15829047,11.266548377
./mem-walk-no-thrash,13802683,11.155113267
./mem-walk-no-thrash,30552042,11.351942568
./mem-walk-no-thrash,21692775,11.349993325
./mem-walk-no-thrash,16881200,11.239631791
./mem-walk-no-thrash,13046869,11.230548650
./mem-walk-no-thrash,25140636,11.493232206
./mem-walk-no-thrash,24405434,11.350299253
./mem-walk,1608974303,49.689267752
./mem-walk,1816291316,49.561065359
./mem-walk,2152081434,49.752206129
./mem-walk,2635418536,55.497153028
./mem-walk,1834295437,49.724112963
./mem-walk,1981512843,52.618912342
./mem-walk,2251550314,54.319689978
./mem-walk,1653568074,49.282544363
./mem-walk,1821887333,49.586029924
./mem-walk,1548844165,49.442833120
