executable,type,mean,min,max,sd,rsd
mem-walk-no-thread-no-thrash,cache-misses,3517709,3305828,3760558,141775.9,4.030347
mem-walk-no-thread-no-thrash,running-time,3.546459,3.095068,4.039599,0.3386419,9.548732
mem-walk-no-thread,cache-misses,602564637,596119404,608591758,4609214,0.7649327
mem-walk-no-thread,running-time,11.19143,11.1307,11.26172,0.0428593,0.3829653
mem-walk-no-thrash,cache-misses,20531382,13046869,30552042,5593554,27.24392
mem-walk-no-thrash,running-time,11.37721,11.15511,12.04191,0.2508883,2.205183
mem-walk,cache-misses,1930442376,1548844165,2635418536,335246336,17.3663
mem-walk,running-time,50.94738,49.28254,55.49715,2.313849,4.541645
