executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,3743027,3.369111323
./mem-walk-no-thread-no-thrash,3670284,3.595503617
./mem-walk-no-thread-no-thrash,3659488,3.644207090
./mem-walk-no-thread-no-thrash,3918972,4.223544752
./mem-walk-no-thread-no-thrash,3684494,3.793593134
./mem-walk-no-thread-no-thrash,3656174,3.777861298
./mem-walk-no-thread-no-thrash,3457864,3.093783609
./mem-walk-no-thread-no-thrash,3673991,3.435351015
./mem-walk-no-thread-no-thrash,3570056,3.488577526
./mem-walk-no-thread-no-thrash,3566797,3.259387920
./mem-walk-no-thread,540846620,10.985142086
./mem-walk-no-thread,539582464,10.950840808
./mem-walk-no-thread,559928551,10.961249545
./mem-walk-no-thread,559138338,10.982597542
./mem-walk-no-thread,546577642,10.967285619
./mem-walk-no-thread,545933375,10.931001551
./mem-walk-no-thread,549333767,10.964758433
./mem-walk-no-thread,540144107,10.897912746
./mem-walk-no-thread,538357862,10.928887209
./mem-walk-no-thread,544200552,10.938324752
./mem-walk-no-thrash,23787671,11.360376304
./mem-walk-no-thrash,14793612,11.164106013
./mem-walk-no-thrash,13784948,11.184737303
./mem-walk-no-thrash,13015064,11.169188667
./mem-walk-no-thrash,32014097,11.377748895
./mem-walk-no-thrash,20907795,11.198226389
./mem-walk-no-thrash,18812124,11.189706053
./mem-walk-no-thrash,12477527,11.173608200
./mem-walk-no-thrash,16442514,11.635775694
./mem-walk-no-thrash,14655562,11.175192064
./mem-walk,3503499712,64.248976510
./mem-walk,3570938169,64.674030414
./mem-walk,3368719457,63.104288764
./mem-walk,3120668762,61.123339910
./mem-walk,3386493669,62.712442810
./mem-walk,3224349071,62.574417781
./mem-walk,2836259995,58.542793961
./mem-walk,2649426718,55.730124943
./mem-walk,3307217455,62.318889428
./mem-walk,3051285350,60.755617720
