pps,runningtime
1000.265,105.0972
3000.634,105.3948
6001.141,105.9049
11990.9,106.6882
25003.56,107.4724
50008.15,109.078
99979.88,112.3446
250006.9,139.5286
500359.1,124.4561
999987.1,118.0055
