pps,runningtime
1000.285,105.0809
3000.513,105.4407
6000.862,105.9247
11991.01,106.6714
25003.49,107.3982
49940.85,109.2224
100009,112.632
249977.9,141.0153
380234.9,123.2939
386222.7,117.9011
