pps,runningtime
997.6826,105.0972
3000.252,105.3948
6000.413,105.9049
12000.72,106.6882
25000.87,107.4724
49862.89,109.078
99998.43,112.3446
250072.4,139.5286
383888.7,124.4561
391141.7,118.0055
