pps,runningtime
999.7829,105.0809
3000.165,105.4407
6000.32,105.9247
11990.55,106.6714
25004.01,107.3982
50006.41,109.2224
100010.2,112.632
249984,141.0153
500018.5,123.2939
1000126,117.9011
