pps,runningtime
1000.069,105.0367
3000.161,105.2154
6000.369,105.5329
12002.8,106.0254
25005.6,106.8257
50003.33,108.0786
99927.25,110.2142
250025.4,121.5348
500056.4,120.5027
1000129,116.8839
