executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,9709793,3.719103344
./mem-walk-no-thread-no-thrash,9740090,3.782284607
./mem-walk-no-thread-no-thrash,9639954,3.670315024
./mem-walk-no-thread-no-thrash,9659986,3.650581576
./mem-walk-no-thread-no-thrash,8654374,3.139828192
./mem-walk-no-thread-no-thrash,8807049,3.222019226
./mem-walk-no-thread-no-thrash,8943004,3.272880850
./mem-walk-no-thread-no-thrash,8841899,3.345146508
./mem-walk-no-thread-no-thrash,9561563,3.704446662
./mem-walk-no-thread-no-thrash,8659481,3.211323341
./mem-walk-no-thread,529293490,11.870507037
./mem-walk-no-thread,528974696,11.849141532
./mem-walk-no-thread,535204754,11.901463227
./mem-walk-no-thread,531162684,11.874664878
./mem-walk-no-thread,524867220,11.847384952
./mem-walk-no-thread,537984814,11.878496229
./mem-walk-no-thread,525010722,11.857013633
./mem-walk-no-thread,537689270,11.904562455
./mem-walk-no-thread,532717551,11.858635052
./mem-walk-no-thread,526819403,11.868049308
./mem-walk-no-thrash,45812321,12.175209904
./mem-walk-no-thrash,47089719,12.021414706
./mem-walk-no-thrash,45139955,12.078513353
./mem-walk-no-thrash,43872258,12.017948559
./mem-walk-no-thrash,46139106,12.457969787
./mem-walk-no-thrash,44516027,12.119795614
./mem-walk-no-thrash,40296013,11.900099507
./mem-walk-no-thrash,42559287,12.023824858
./mem-walk-no-thrash,39235942,12.071834334
./mem-walk-no-thrash,44949750,12.417366536
./mem-walk,12928741946,137.496574945
./mem-walk,11434824470,125.154871180
./mem-walk,11642884218,126.886704060
./mem-walk,11626629585,126.902314292
./mem-walk,11463919803,125.723419421
./mem-walk,12031852230,130.239826517
./mem-walk,12214978138,132.335388120
./mem-walk,12244678120,131.974133145
./mem-walk,13239383593,140.232067444
./mem-walk,11579964129,126.106953465
