executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,3577637,3.673383056
./mem-walk-no-thread-no-thrash,3643706,3.700325405
./mem-walk-no-thread-no-thrash,3575382,3.481611717
./mem-walk-no-thread-no-thrash,3461179,3.424173709
./mem-walk-no-thread-no-thrash,3521503,3.262173874
./mem-walk-no-thread-no-thrash,3478777,3.410464982
./mem-walk-no-thread-no-thrash,3647966,3.201365321
./mem-walk-no-thread-no-thrash,3601945,3.705984541
./mem-walk-no-thread-no-thrash,3774679,3.955727624
./mem-walk-no-thread-no-thrash,3469620,3.272940251
./mem-walk-no-thread,532896448,10.857081020
./mem-walk-no-thread,536709633,10.813779151
./mem-walk-no-thread,533165440,10.866676859
./mem-walk-no-thread,551272248,10.876477192
./mem-walk-no-thread,529711143,10.845159193
./mem-walk-no-thread,536380497,10.814170357
./mem-walk-no-thread,537709787,10.838226265
./mem-walk-no-thread,534258424,10.868457301
./mem-walk-no-thread,537494726,10.833518577
./mem-walk-no-thread,546268513,10.850041715
./mem-walk-no-thrash,24601315,11.173122402
./mem-walk-no-thrash,7091483,11.115555883
./mem-walk-no-thrash,27623660,11.331884161
./mem-walk-no-thrash,30314643,11.611154887
./mem-walk-no-thrash,22469301,11.331271572
./mem-walk-no-thrash,26682240,11.304946410
./mem-walk-no-thrash,14104697,11.987469977
./mem-walk-no-thrash,13495955,11.264274779
./mem-walk-no-thrash,23841883,11.280881258
./mem-walk-no-thrash,21669564,11.267016667
./mem-walk,2028405664,50.337181456
./mem-walk,1629040243,50.066356318
./mem-walk,1819175769,50.229419755
./mem-walk,4420743641,70.109942493
./mem-walk,1647926950,50.133005170
./mem-walk,2012210547,49.504951702
./mem-walk,1974705973,49.977800151
./mem-walk,1809272924,50.159771222
./mem-walk,1588090324,49.738086633
./mem-walk,1891392546,49.785053222
