executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,3611186,3.763092643
./mem-walk-no-thread-no-thrash,3434180,3.198434702
./mem-walk-no-thread-no-thrash,3620434,3.906387773
./mem-walk-no-thread-no-thrash,3436883,3.204282911
./mem-walk-no-thread-no-thrash,3738384,4.125371615
./mem-walk-no-thread-no-thrash,3786909,4.163957155
./mem-walk-no-thread-no-thrash,3446082,3.263969276
./mem-walk-no-thread-no-thrash,3871602,4.172183991
./mem-walk-no-thread-no-thrash,3578626,3.821862556
./mem-walk-no-thread-no-thrash,3714485,3.587677607
./mem-walk-no-thread,599632960,11.119075981
./mem-walk-no-thread,584126427,11.062927107
./mem-walk-no-thread,595546561,11.104693613
./mem-walk-no-thread,604058756,11.165520959
./mem-walk-no-thread,592668580,11.119269966
./mem-walk-no-thread,586499868,11.090797236
./mem-walk-no-thread,592854307,11.067484035
./mem-walk-no-thread,606523081,11.070972770
./mem-walk-no-thread,586205674,11.074752401
./mem-walk-no-thread,595360217,11.093135276
./mem-walk-no-thrash,20123721,11.221250245
./mem-walk-no-thrash,5712091,10.998604449
./mem-walk-no-thrash,5310723,11.099236193
./mem-walk-no-thrash,19784915,11.328633889
./mem-walk-no-thrash,5780386,11.092160462
./mem-walk-no-thrash,24163754,11.429412939
./mem-walk-no-thrash,5707171,11.097871264
./mem-walk-no-thrash,9466212,11.230557062
./mem-walk-no-thrash,5346689,10.994643131
./mem-walk-no-thrash,11781734,11.389765667
./mem-walk,1689234659,49.350051874
./mem-walk,1953788348,50.296360011
./mem-walk,1862391669,51.647298149
./mem-walk,1514437359,49.186781064
./mem-walk,1718118101,50.157767784
./mem-walk,1982697429,51.275017483
./mem-walk,1652965342,49.857950827
./mem-walk,1800732137,49.786226109
./mem-walk,1692287423,49.615501649
./mem-walk,1858294189,50.495048646
