executable,cachemisses,runningtime
./transcode,2931054086,124.259922908
./transcode,2934428770,123.976257003
./transcode,2940308736,123.732756499
./transcode,2932562929,123.378075626
./transcode,2943096536,123.275174987
./transcode,2935976965,123.603808376
./transcode,2933650917,124.677576204
./transcode,2934095840,123.865405672
./transcode,2932688076,123.313006317
./transcode,2931755272,123.667489641
