executable,cachemisses,runningtime
./mem-walk,3122581076,65.358864774
./mem-walk,3020270770,65.168896483
./mem-walk,3231867829,63.407776721
./mem-walk,3783710604,70.275911353
./mem-walk,3549746795,69.410566010
./mem-walk,3375983885,69.203486501
./mem-walk,3421793533,66.423402542
./mem-walk,3277407922,67.492671603
./mem-walk,3363569017,67.959224404
./mem-walk,3124733896,67.378634788
