executable,cachemisses,runningtime
./mem-walk,5404595432,76.481124946
./mem-walk,4031297875,70.271383625
./mem-walk,5227379604,76.714900573
./mem-walk,5313470114,77.863600600
./mem-walk,5898040466,83.098035486
./mem-walk,5919861551,80.629258920
./mem-walk,6087535999,84.372315398
./mem-walk,5937181896,83.115285885
./mem-walk,5799260823,80.651241810
./mem-walk,5132928571,75.931066186
