executable,type,mean,min,max,sd,rsd
mem-walk-no-thread-no-thrash,cache-misses,1141.02,403,18648,2624.028,229.9721
mem-walk-no-thread-no-thrash,running-time,30.002,30.00122,30.00303,0.0005502076,0.001833903
