executable,type,mean,min,max,sd,rsd
mem-walk-no-thread-no-thrash,cache-misses,3567699,3396727,3687707,95244.63,2.669637
mem-walk-no-thread-no-thrash,running-time,3.632866,3.095988,4.00318,0.3236798,8.909766
mem-walk-no-thread,cache-misses,591703833,581717730,604611023,7534225,1.27331
mem-walk-no-thread,running-time,11.03917,11.01933,11.0826,0.0191914,0.1738483
mem-walk-no-thrash,cache-misses,20925809,15754577,28108566,3728740,17.81886
mem-walk-no-thrash,running-time,11.35404,11.16248,11.49791,0.1221219,1.07558
mem-walk,cache-misses,2219798952,1565389804,4972212430,1008382917,45.42677
mem-walk,running-time,52.5438,49.14153,73.9353,7.641171,14.54248
