executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,8543028,3.137793474
./mem-walk-no-thread-no-thrash,9285268,3.546311691
./mem-walk-no-thread-no-thrash,9499533,3.737682010
./mem-walk-no-thread-no-thrash,9285040,3.600685686
./mem-walk-no-thread-no-thrash,9012940,3.284817504
./mem-walk-no-thread-no-thrash,8595363,3.130842084
./mem-walk-no-thread-no-thrash,9874525,3.791703801
./mem-walk-no-thread-no-thrash,9190724,3.431605038
./mem-walk-no-thread-no-thrash,9058163,3.468854135
./mem-walk-no-thread-no-thrash,8809000,3.326985930
./mem-walk-no-thread,530091007,11.844618202
./mem-walk-no-thread,521867137,11.860281968
./mem-walk-no-thread,528739303,11.880314604
./mem-walk-no-thread,526539646,11.839638928
./mem-walk-no-thread,523933250,11.819584904
./mem-walk-no-thread,527929947,11.840077922
./mem-walk-no-thread,530805048,11.850684108
./mem-walk-no-thread,531019374,11.858028387
./mem-walk-no-thread,531244251,11.857248121
./mem-walk-no-thread,523826497,11.846428423
./mem-walk-no-thrash,45137911,11.955225152
./mem-walk-no-thrash,44643856,11.891615493
./mem-walk-no-thrash,44324133,12.092386237
./mem-walk-no-thrash,46736884,12.305174093
./mem-walk-no-thrash,46639142,12.452667635
./mem-walk-no-thrash,44447364,12.697189133
./mem-walk-no-thrash,45835884,12.102152020
./mem-walk-no-thrash,46614048,12.418954550
./mem-walk-no-thrash,46594460,12.344170035
./mem-walk-no-thrash,42363231,12.311050217
./mem-walk,12037997222,129.986970438
./mem-walk,11481406995,125.325550243
./mem-walk,12887487812,137.158817781
./mem-walk,12685510476,135.289156522
./mem-walk,12001073343,130.570706650
./mem-walk,11935892357,129.813640349
./mem-walk,11803817228,127.848075793
./mem-walk,11721273685,127.679541054
./mem-walk,11958687309,128.275009632
./mem-walk,11020237252,121.658483284
