executable,type,mean,min,max,sd,rsd
mem-walk-no-thread-no-thrash,cache-misses,9115358,8543028,9874525,407272.6,4.467982
mem-walk-no-thread-no-thrash,running-time,3.445728,3.130842,3.791704,0.2294361,6.658567
mem-walk-no-thread,cache-misses,527599546,521867137,531244251,3408021,0.6459484
mem-walk-no-thread,running-time,11.84969,11.81958,11.88031,0.01603396,0.1353113
mem-walk-no-thrash,cache-misses,45333691,42363231,46736884,1425826,3.14518
mem-walk-no-thrash,running-time,12.25706,11.89162,12.69719,0.2464801,2.010923
mem-walk,cache-misses,11953338368,11020237252,12887487812,536252159,4.486212
mem-walk,running-time,129.3606,121.6585,137.1588,4.471122,3.456324
