iface,rx_pkts,tx_pkts,rx_bytes,tx_bytes
eth0,3.49685283245079,3.49685283245079,567.689079828155,801.878309521431
eth0,3.29736211031175,3.49720223820943,525.979216626699,1145.48361310951
eth0,2.29839112621165,2.79804137104027,371.140201858699,1384.63075846907
eth0,2.49775202317914,2.8973923468878,396.443201118993,1371.96523129184
eth0,3.8961038961039,4.0959040959041,625.374625374625,1139.66033966034
eth0,2.6973026973027,3.1968031968032,434.965034965035,1346.25374625375
eth0,3.79658307523229,4.19622339894095,609.651313817564,1475.67189529424
eth0,3.19744204636291,3.39728217426059,519.584332533973,938.848920863309
eth0,2.39808153477218,2.89768185451639,377.498001598721,1190.64748201439
eth0,2.49800159872102,2.89768185451639,396.482813749001,1171.86250999201
eth0,3.7962037962038,3.996003996004,618.981018981019,933.066933066933
eth0,2.6973026973027,2.997002997003,434.965034965035,1138.46153846154
eth0,3.59676291337796,4.09631331801379,574.083325007493,1654.51094015386
eth0,3.49720223820943,3.8968824940048,561.550759392486,1605.11590727418
eth0,2.29839112621165,2.4982512241431,371.140201858699,972.719096632357
eth0,2.19802178039764,2.69757218503347,354.480967129583,1344.19022879409
eth0,4.09672262190248,4.49640287769784,661.071143085532,1599.52038369305
eth0,2.7972027972028,2.997002997003,441.358641358641,940.859140859141
eth0,3.49685283245079,3.99640323708662,567.689079828155,1447.89689279648
eth0,3.49720223820943,3.8968824940048,561.550759392486,1404.8760991207
eth0,2.29816147082334,2.49800159872102,371.103117505995,772.38209432454
eth0,2.29816147082334,2.79776179056755,360.911270983213,1150.47961630695
eth0,4.0959040959041,4.4955044955045,660.939060939061,1399.000999001
eth0,2.6973026973027,2.8971028971029,434.965034965035,734.265734265734
eth0,3.49685283245079,3.79658307523229,567.689079828155,1240.08392446798
eth0,3.29736211031175,3.79696243005596,525.979216626699,1583.73301358913
eth0,2.59818127310882,2.99790146897172,413.110822424303,1438.79284500849
eth0,2.1982414068745,2.39808153477218,354.516386890488,932.454036770584
eth0,3.8961038961039,4.3956043956044,625.374625374625,1577.82217782218
eth0,2.8971028971029,3.2967032967033,470.529470529471,1394.00599400599
eth0,3.4965034965035,3.6963036963037,567.632367632368,1035.96403596404
eth0,3.39762166483462,3.89727190966324,532.427300889377,1390.02698111322
eth0,2.49775202317914,2.8973923468878,406.634029373564,1231.89129783195
eth0,2.1982414068745,2.39808153477218,354.516386890488,732.214228617106
